grin_accession,flower_color,height,hilum_color,lodging,maturity_group,oil,protein,pubescence_color,seed_quality,seed_weight,yield
PI547619,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547620,P,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI547621,W,NA,Br,NA,IV,21.3,40.7,T,NA,NA,NA
PI547622,W,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI547623,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547624,P,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547625,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547626,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547627,P,NA,Ib,NA,IV,NA,NA,G,NA,NA,NA
PI547628,W,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI547629,P,NA,Ib,NA,IV,21.8,40.3,G,NA,NA,NA
PI547630,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547631,W,NA,Bf,NA,IV,17.9,43.7,G,NA,NA,NA
PI547632,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547633,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547634,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547635,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547636,P,NA,Bl,NA,II,NA,NA,T,NA,NA,NA
PI547637,P,NA,Bl,NA,IV,19.3,43.1,T,NA,NA,NA
PI547638,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547639,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547640,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547641,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547642,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547643,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547644,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547645,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547646,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547647,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547648,P,NA,Ib,NA,IV,20.2,42.3,G,NA,NA,NA
PI547649,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547650,P,NA,Ib,NA,III,NA,NA,G,NA,NA,NA
PI547651,P,NA,Bl,NA,II,NA,NA,T,NA,NA,NA
PI547652,P,NA,Ib,NA,III,NA,NA,G,NA,NA,NA
PI547653,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547654,P,NA,Bl,NA,II,NA,NA,T,NA,NA,NA
PI547655,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547656,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547657,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547658,W,NA,Y,NA,IV,NA,NA,T,NA,NA,NA
PI547659,W,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI547660,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547661,W,NA,Bf,NA,IV,22.3,39.8,G,NA,NA,NA
PI547662,P,NA,G,NA,IV,NA,NA,G,NA,NA,NA
PI547663,P,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI547664,P,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI547665,W,NA,Br,NA,IV,NA,NA,T,NA,NA,NA
PI547666,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547668,W,NA,Ib,NA,IV,NA,NA,G,NA,NA,NA
PI547669,W,NA,G,NA,IV,NA,NA,T,NA,NA,NA
PI547670,P,NA,Ib,NA,IV,NA,NA,G,NA,NA,NA
PI547671,P,NA,G,NA,IV,NA,NA,G,NA,NA,NA
PI547672,P,NA,G,NA,IV,NA,NA,G,NA,NA,NA
PI547673,P,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI547674,W,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI547675,W,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI547676,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547677,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547678,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547679,P,NA,Y,NA,II,22.2,41.7,G,NA,NA,NA
PI547680,P,NA,Gn,NA,II,22.9,43.2,G,NA,NA,NA
PI547681,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547682,P,NA,Y,NA,III,NA,NA,-,NA,NA,NA
PI547683,P,NA,Y,NA,II,20,43.9,G,NA,NA,NA
PI547684,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547685,W,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547686,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547687,P,NA,Y,NA,II,21.1,40,G,NA,NA,NA
PI547688,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547689,P,NA,Y,NA,III,NA,NA,-,NA,NA,NA
PI547690,P,NA,Y,NA,II,22.8,41.1,G,NA,NA,NA
PI547691,P,NA,Gn,NA,II,NA,NA,G,NA,NA,NA
PI547692,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547693,P,NA,G,NA,II,21.1,41.1,G,NA,NA,NA
PI547694,P,NA,Y,NA,III,NA,NA,G,NA,NA,NA
PI547695,P,NA,Y,NA,II,21.6,38.8,G,NA,NA,NA
PI547696,P,NA,Y,NA,II,20.9,41.3,G,NA,NA,NA
PI547697,P,NA,Y,NA,II,NA,NA,T,NA,NA,NA
PI547698,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547699,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI547700,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547701,P,NA,Gn,NA,II,20.1,41.1,G,NA,NA,NA
PI547702,P,NA,Y,NA,IV,NA,NA,T,NA,NA,NA
PI547703,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547704,P,NA,Bf,NA,II,20.6,43.2,G,NA,NA,NA
PI547705,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547706,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547707,P,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI547708,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547709,P,NA,Gn,NA,II,NA,NA,G,NA,NA,NA
PI547710,P,NA,Y,NA,II,20.7,42.3,G,NA,NA,NA
PI547711,P,NA,Gn,NA,II,NA,NA,G,NA,NA,NA
PI547712,P,NA,Y,NA,II,21.8,40.8,G,NA,NA,NA
PI547713,P,NA,Y,NA,II,NA,NA,-,NA,NA,NA
PI547714,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547715,P,NA,Y,NA,II,NA,NA,-,NA,NA,NA
PI547716,P,NA,Y,NA,II,22.2,40.2,G,NA,NA,NA
PI547717,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547718,M,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547719,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547720,P,NA,Y,NA,II,NA,NA,-,NA,NA,NA
PI547721,P,NA,Y,NA,II,NA,NA,-,NA,NA,NA
PI547722,P,NA,Y,NA,II,21.4,41.8,G,NA,NA,NA
PI547723,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547724,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547725,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI547726,P,NA,Y,NA,II,NA,NA,T,NA,NA,NA
PI547727,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI547728,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547729,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547730,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547731,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547732,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547733,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547734,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547735,P,NA,Ib,NA,II,NA,NA,G,NA,NA,NA
PI547736,P,NA,Ib,NA,II,NA,NA,G,NA,NA,NA
PI547737,P,NA,Y,NA,III,20.2,44.6,-,NA,NA,NA
PI547738,P,NA,Y,NA,II,19,43.3,-,NA,NA,NA
PI547739,P,NA,Y,NA,II,NA,NA,-,NA,NA,NA
PI547740,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547741,P,NA,Bf,NA,II,20.7,42.7,G,NA,NA,NA
PI547742,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547743,P,NA,Gn,NA,II,NA,NA,-,NA,NA,NA
PI547744,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547745,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547746,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547747,P,NA,Y,NA,II,NA,NA,T,NA,NA,NA
PI547748,P,NA,Y,NA,IV,NA,NA,T,NA,NA,NA
PI547749,P,NA,Y,NA,IV,NA,NA,T,NA,NA,NA
PI547750,Pth,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547751,Nw,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547752,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547753,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547754,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547755,P,NA,Y,NA,II,20.5,43.5,G,NA,NA,NA
PI547756,P,NA,Y,NA,II,22.5,41.1,G,NA,NA,NA
PI547757,P,NA,Y,NA,IV,NA,NA,T,NA,NA,NA
PI547758,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547759,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547760,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547761,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547762,P,NA,Y,NA,IV,NA,NA,T,NA,NA,NA
PI547763,P,NA,Y,NA,II,22.4,42.8,G,NA,NA,NA
PI547764,W,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547765,P,NA,G,NA,II,NA,NA,G,NA,NA,NA
PI547766,W,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547767,P,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI547768,P,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI547769,P,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI547770,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI547771,P,NA,Bf,NA,II,22.2,42.6,G,NA,NA,NA
PI547772,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI547773,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547774,P,NA,Y,NA,V,NA,NA,T,NA,NA,NA
PI547775,P,NA,Y,NA,V,NA,NA,T,NA,NA,NA
PI547776,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547777,P,NA,Y,NA,II,21.9,43.3,G,NA,NA,NA
PI547778,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547779,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547780,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547781,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547782,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547783,P,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547784,P,NA,Y,NA,III,20.9,40.8,G,NA,NA,NA
PI547785,P,NA,Y,NA,V,NA,NA,G,NA,NA,NA
PI547786,P,NA,Y,NA,IV,NA,NA,T,NA,NA,NA
PI547787,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547788,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547789,P,NA,Y,NA,II,21.5,42.2,G,NA,NA,NA
PI547791,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547792,P,NA,Y,NA,II,21.5,41.8,G,NA,NA,NA
PI547793,P,NA,Y,NA,V,NA,NA,G,NA,NA,NA
PI547794,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547795,P,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI547796,P,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI547797,P,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI547798,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547799,P,NA,Y,NA,I,NA,NA,T,NA,NA,NA
PI547800,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547801,W,NA,Y,NA,III,20.6,42.6,T,NA,NA,NA
PI547802,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547803,P,NA,Y,NA,I,22.1,42.1,-,NA,NA,NA
PI547804,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547805,P,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI547806,P,NA,Y,NA,I,NA,NA,T,NA,NA,NA
PI547807,W,NA,Y,NA,I,NA,NA,G,NA,NA,NA
PI547808,P,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI547809,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547810,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547811,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547812,W,NA,Y,NA,II,NA,NA,T,NA,NA,NA
PI547813,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547814,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547815,W,NA,Y,NA,III,19.2,46.6,T,NA,NA,NA
PI547816,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547817,P,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI547818,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547819,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547820,P,NA,Ib,NA,II,NA,NA,G,NA,NA,NA
PI547821,P,NA,Ib,NA,I,NA,NA,G,NA,NA,NA
PI547822,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI547823,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547824,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547825,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547826,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI547827,P,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547828,P,NA,Y,NA,II,21.6,39.9,G,NA,NA,NA
PI547829,P,NA,Y,NA,II,22.4,38.9,G,NA,NA,NA
PI547830,P,NA,Bl,NA,II,9.5,48.1,T,NA,NA,NA
PI547831,P,NA,Bl,NA,II,7.6,51,T,NA,NA,NA
PI547832,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547833,W,NA,Bl,NA,III,22.2,39.8,T,NA,NA,NA
PI547834,W,NA,Bl,NA,III,21.9,41.1,T,NA,NA,NA
PI547835,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547836,W,NA,Bl,NA,II,NA,NA,T,NA,NA,NA
PI547837,W,NA,Bl,NA,III,19.8,44.1,T,NA,NA,NA
PI547838,W,NA,Bl,NA,III,19.4,44.2,T,NA,NA,NA
PI547839,W,NA,G,NA,III,NA,NA,T,NA,NA,NA
PI547840,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI547841,W,NA,Bl,NA,III,23,39.8,T,NA,NA,NA
PI547842,W,NA,Bl,NA,III,20.9,43.2,T,NA,NA,NA
PI547843,W,NA,Bl,NA,III,22.9,38.8,T,NA,NA,NA
PI547844,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547845,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547846,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547847,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547848,P,NA,Bl,NA,III,22.7,38.5,T,NA,NA,NA
PI547849,W,NA,Bl,NA,III,22.4,38.9,T,NA,NA,NA
PI547850,W,NA,Bl,NA,III,22,39.3,T,NA,NA,NA
PI547851,W,NA,Bl,NA,III,20.6,41.1,T,NA,NA,NA
PI547852,P,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547853,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547854,W,NA,Bl,NA,III,22.2,39.6,T,NA,NA,NA
PI547855,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547856,W,NA,Bl,NA,III,22,41.6,T,NA,NA,NA
PI547857,W,NA,Bl,NA,III,20.7,42.2,T,NA,NA,NA
PI547858,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547859,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547860,W,NA,Bl,NA,III,19.9,43.4,T,NA,NA,NA
PI547861,W,NA,Bl,NA,III,21.8,40.8,T,NA,NA,NA
PI547862,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547863,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547864,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547865,W,NA,Bl,NA,III,21.3,41.2,T,NA,NA,NA
PI547866,W,NA,Bl,NA,III,22.6,39.4,T,NA,NA,NA
PI547867,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547868,W,NA,Bl,NA,III,21.5,40.4,T,NA,NA,NA
PI547869,W,NA,G,NA,III,22.5,40.3,T,NA,NA,NA
PI547870,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547871,W,NA,Bl,NA,III,22.5,40,T,NA,NA,NA
PI547872,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547873,W,NA,Bl,NA,III,22.9,40.6,T,NA,NA,NA
PI547874,W,NA,Bl,NA,III,19.7,41.6,T,NA,NA,NA
PI547875,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547876,W,NA,Bl,NA,III,19.1,43.9,T,NA,NA,NA
PI547877,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547878,W,NA,Bl,NA,III,20.6,43.6,T,NA,NA,NA
PI547879,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547880,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547881,W,NA,Bl,NA,III,20.2,41.9,T,NA,NA,NA
PI547882,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547883,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547884,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547885,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547886,W,NA,Br,NA,III,NA,NA,T,NA,NA,NA
PI547887,W,NA,Bl,NA,III,21.8,42.5,T,NA,NA,NA
PI547888,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547889,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547890,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547891,W,NA,Bl,NA,III,20.8,42.2,T,NA,NA,NA
PI547892,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547893,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI547894,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI547895,P,NA,Bl,NA,IV,19.9,45.2,T,NA,NA,NA
PI54809,P,61,Y,1,I,19.3,42.8,G,2,13.7,1.74
PI548158,W,NA,Br,NA,IV,NA,NA,T,NA,NA,NA
PI548159,P,NA,Rbr,NA,IV,NA,NA,-,NA,NA,NA
PI548160,W,NA,G,NA,IV,20.4,42.2,T,NA,NA,NA
PI548161,W,NA,Br,NA,V,NA,NA,-,NA,NA,NA
PI548162,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548163,P,NA,Br,NA,III,NA,NA,T,NA,NA,NA
PI548164,P,NA,Bl,NA,I,20.7,42,T,NA,NA,NA
PI548165,W,NA,G,NA,II,NA,NA,T,NA,NA,NA
PI548166,P,NA,Bl,NA,III,NA,NA,Ng,NA,NA,NA
PI548167,P,NA,Bl,NA,IV,21.7,41.2,T,NA,NA,NA
PI548168,P,NA,Br,NA,III,NA,NA,T,NA,NA,NA
PI548169,P,NA,Ib,NA,IV,NA,NA,G,NA,NA,NA
PI548170,W,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI548171,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548172,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548173,W,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI548174,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548175,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548176,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548177,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548178,W,NA,Br,NA,III,NA,NA,-,NA,NA,NA
PI548179,P,NA,Br,NA,IV,NA,NA,T,NA,NA,NA
PI548180,W,NA,Bl,NA,III,21.6,38.3,T,NA,NA,NA
PI548181,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548182,P,NA,Ib,NA,III,NA,NA,G,NA,NA,NA
PI548183,P,NA,Br,NA,IV,NA,NA,T,NA,NA,NA
PI548184,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548185,P,NA,Y,NA,I,17.3,45.7,G,NA,NA,NA
PI548186,W,NA,Gn,NA,IV,NA,NA,G,NA,NA,NA
PI548187,W,NA,G,NA,IV,NA,NA,T,NA,NA,NA
PI548188,W,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI548189,W,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI54818,W,89,Bf,2,II,22.3,40.8,G,3.5,18.5,2.54
PI548190,P,NA,Ib,NA,II,NA,NA,G,NA,NA,NA
PI548191,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548192,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548193,W,NA,G,NA,IV,23.5,32.5,T,NA,NA,NA
PI548194,W,NA,G,NA,IV,NA,NA,T,NA,NA,NA
PI548195,W,NA,Bf,NA,IV,19.4,45.3,G,NA,NA,NA
PI548196,P,NA,Ib,NA,IV,NA,NA,G,NA,NA,NA
PI548197,P,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI548198,P,NA,G,NA,III,NA,NA,T,NA,NA,NA
PI548199,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548200,W,NA,Bl,NA,IV,NA,NA,Lt,NA,NA,NA
PI548201,W,NA,Rbl,NA,IV,NA,NA,Lt,NA,NA,NA
PI548202,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548203,P,NA,G,NA,III,NA,NA,T,NA,NA,NA
PI548204,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548205,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548206,P,NA,G,NA,II,NA,NA,G,NA,NA,NA
PI548207,P,NA,G,NA,II,NA,NA,G,NA,NA,NA
PI548208,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548209,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548210,W,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI548211,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548212,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548213,P,NA,Y,NA,III,NA,NA,G,NA,NA,NA
PI548214,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548215,P,NA,Ib,NA,III,NA,NA,G,NA,NA,NA
PI548216,P,NA,Ib,NA,III,NA,NA,G,NA,NA,NA
PI548217,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548218,M,NA,Y,NA,II,21.2,41.9,G,NA,NA,NA
PI548219,W,NA,Rbf,NA,IV,NA,NA,-,NA,NA,NA
PI548220,P,NA,Bl,NA,IV,20.1,39.9,T,NA,NA,NA
PI548221,P,NA,Tn,NA,II,NA,NA,G,NA,NA,NA
PI548222,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548223,P,NA,G,NA,II,NA,NA,G,NA,NA,NA
PI548224,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548225,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548226,P,NA,Bl,NA,IV,NA,NA,-,NA,NA,NA
PI548227,P,NA,Y,NA,III,NA,NA,G,NA,NA,NA
PI548228,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI548229,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI548230,P,NA,Tn,NA,III,NA,NA,G,NA,NA,NA
PI548231,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548232,P,NA,Ib,NA,II,NA,NA,G,NA,NA,NA
PI548233,P,NA,Y,NA,IV,NA,NA,G,NA,NA,NA
PI548234,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548235,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI548236,W,NA,Y,NA,III,NA,NA,T,NA,NA,NA
PI548237,W,NA,Y,NA,VII,NA,NA,G,NA,NA,NA
PI548238,P,NA,Tn,NA,I,21.6,41.6,G,NA,NA,NA
PI548239,P,NA,Y,NA,IV,21.7,43.7,G,NA,NA,NA
PI548240,P,NA,Y,NA,I,NA,NA,G,NA,NA,NA
PI548241,W,NA,Bf,NA,I,NA,NA,G,NA,NA,NA
PI548242,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548243,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548244,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI548245,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI548246,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548247,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548248,P,NA,Bl,NA,II,NA,NA,T,NA,NA,NA
PI548249,W,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI548250,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548251,P,NA,Bl,NA,I,NA,NA,T,NA,NA,NA
PI548252,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548253,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548254,P,NA,Ib,NA,V,NA,NA,G,NA,NA,NA
PI548255,P,NA,Y,NA,II,20.1,43.6,G,NA,NA,NA
PI548256,W,NA,Bl,NA,VII,17,49.1,T,NA,NA,NA
PI548257,P,NA,Bl,NA,II,NA,NA,T,NA,NA,NA
PI548258,P,NA,G,NA,I,NA,NA,G,NA,NA,NA
PI548259,W,NA,Bl,NA,IV,20.2,46.2,T,NA,NA,NA
PI548260,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI548261,P,NA,Ib,NA,IV,NA,NA,G,NA,NA,NA
PI548262,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI548263,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI548264,P,NA,Bl,NA,II,NA,NA,T,NA,NA,NA
PI548265,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
